Toronto,5429524
Bonaventure,2775
Val-Morin,2772
Pohénégamook,2770
Wakefield,2767.00
Stoke,2765
Sainte-Marguerite-du-Lac-Masson,2763.00
Saint-Prime,2758
Kuujjuaq,2754.00
Atikokan,2753
Grenville-sur-la-Rouge,2746
North Cypress-Langford,2745.00
Sainte-Anne-de-Sorel,2742
Macamic,2734
Sundre,2729
Rougemont,2723
Piedmont,2721
Grimshaw,2718
Lac-des-Écorces,2713
Northeastern Manitoulin and the Islands,2706
Pelican Narrows,2703
McDougall,2702
Black Diamond,2700
Saint-Pamphile,2685
Bedford,2684
Weedon-Centre,2683
Lacolle,2680
Saint-Gabriel-de-Brandon,2679
Errington,2677.00
Coalhurst,2668
French River / Rivière des Français,2662
Arviat,2657.00
Saint-David-de-Falardeau,2657
Markstay,2656.00
Spaniards Bay,2653
Cocagne,2649
Saint-Bruno,2636
Chetwynd,2635
Laurier-Station,2634
Saint-Anicet,2626
Saint-Mathieu-de-Beloeil,2624
Cap-Chat,2623
Sexsmith,2620
Notre-Dame-de-Lourdes,2595
Ville-Marie,2595
Saint-Isidore,2581
Shippegan,2580
East Garafraxa,2579
Pemberton,2574
Unity,2573
Rimbey,2567
High Prairie,2564
Turner Valley,2559
Hanna,2559
Fort Smith,2542.00
Maria,2536
Saint-Chrysostome,2522
Greater Madawaska,2518
Berwick,2509
Saint-Damase,2506
Lincoln,2504.00
Disraeli,2502
Sainte-Victoire-de-Sorel,2501
Meadow Lake No. 588,2501.00
Elkford,2499
Georgian Bay,2499
Saint-Alexandre,2495
Hérbertville,2491.00
Moosomin,2485
North Kawartha,2479
Sainte-Thècle,2478
Trenton,2474
Fermont,2474
Esterhazy,2472
Wickham,2470
La Présentation,2466
Beaverlodge,2465
Sainte-Catherine-de-Hatley,2464
Saint-Basile,2463
Saint-Raphaël,2463
Holyrood,2463
Gracefield,2462.00
Saint-Martin,2462
Causapscal,2458
Brigham,2457
Perry,2454
Port-Daniel--Gascons,2453
Rosetown,2451
Minnedosa,2449
Labelle,2445
Huntingdon,2444
Hébertville,2441
Black River-Matheson,2438
Saint-Michel-des-Saints,2436
Dufferin,2435.00
Saint-Victor,2430
Sicamous,2429
Cap Pele,2425.00
Kelsey,2424
Killaloe Hagarty and Richards,2420
Alvinston,2411.00
Dundurn No. 314,2404.00
Saint-Éphrem-de-Beauce,2400.00
Assiniboia,2389
Témiscaming,2385
Magrath,2374
Sainte-Geneviève-de-Berthier,2365
Buctouche,2361
Grand Manan,2360
Sainte-Madeleine,2356
Boissevain,2353.00
Scott,2352.00
Sainte-Croix,2352
Algonquin Highlands,2351
Valcourt,2349
Saint George,2341.00
Paquetville,2329.00
Saint-Dominique,2327
Clearwater,2324
Addington Highlands,2323
Lillooet,2321
Burin,2315
Grand Bank,2310
Léry,2307
Minto,2305
Rosthern No. 403,2300.00
Chase,2286
Mansfield-et-Pontefract,2285
Saint-Denis,2285
Outlook,2279
Mitchell,2279.00
Saint-Gédéon-de-Beauce,2277
Saint-Léonard-d'Aston,2271
Lunenburg,2263
Northesk,2263.00
Albanel,2262
St. Anthony,2258
Pessamit,2256.00
Maskinongé,2253
Saint-Charles-de-Bellechasse,2246
Fogo Island,2244
East Broughton,2229
Lantz,2229.00
Calmar,2228
Highlands,2225
Saint-Polycarpe,2224
Logy Bay-Middle Cove-Outer Cove,2221
Deschambault,2220.00
Canora,2219
Upper Miramichi,2218.00
Anmore,2210
Hardwicke,2201.00
Saint-Côme,2198
Waskaganish,2196.00
Twillingate,2196
Saint-Quentin,2194
Lebel-sur-Quévillon,2187
Pilot Butte,2183
Nanton,2181
Pierreville,2176
New-Wes-Valley,2172
Pennfield Ridge,2170.00
West Interlake,2162.00
Biggar,2161
Britannia No. 502,2153.00
Kent,2153.00
Wabana,2146
Saint-Gilles,2138
Wendake,2134.00
Saint-Bernard,2131
Sainte-Cécile-de-Milton,2128
Saint-Roch-de-Richelieu,2122
Saint-Nazaire,2114
Saint-Elzéar,2107
Hinchinbrooke,2103
Saint-François-Xavier-de-Brompton,2101
Papineauville,2101
Prairie View,2088.00
Cowichan Bay,2086.00
Saint-Ignace-de-Loyola,2086
Central Manitoulin,2084
Maple Creek,2084
Glovertown,2083
Tofield,2081
Madoc,2078
Upton,2075
Sainte-Anne-de-Sabrevois,2074
Logan Lake,2073
Sainte-Anne-de-la-Pérade,2072
Saint-Damien-de-Buckland,2071
Baker Lake,2069.00
Saltair,2069.00
Pouch Cove,2069
Saint-Ferdinand,2067
Port McNeill,2064
Digby,2060
Manouane,2060.00
Saint-Gervais,2058
Neebing,2055
Redwater,2053
Saint-Alexandre-de-Kamouraska,2050
Saint-Marc-sur-Richelieu,2050
Mandeville,2043
Caplan,2039
Point Edward,2037
Allardville,2032.00
Waterville,2028
Saint-Damien,2020
Lac-Nominingue,2019
Obedjiwan,2019.00
Rama,2016
McCreary,2011
Deloraine-Winchester,2011
Oakland-Wawanesa,2011
Brenda-Waskada,2011
Russell-Binscarth,2011
Ellice-Archie,2011
Souris-Glenwood,2011
Riverdale,2011
Pembina,2011
Wallace-Woodworth,2011
Lorne,2011
Ethelbert,2011
Yellowhead,2011
Swan Valley West,2011
Grey,2011
Gilbert Plains,2011
Norfolk-Treherne,2011
Hamiota,2011
Emerson-Franklin,2011
Sifton,2011
Rossburn,2011
Grand View,2011
Grassland,2011
Louise,2011
Ste. Rose,2011
Cartwright-Roblin,2011
Mossey River,2011
Lakeshore,2011
Riding Mountain West,2011
Clanwilliam-Erickson,2011
Glenboro-South Cypress,2011
North Norfolk,2011
Reinland,2011
Minitonas-Bowsman,2011
Kippens,2008
Blucher,2006.00
Hatley,2003
Saint-Gédéon,2001
Kingsey Falls,2000
Provost,1998
Saint-Charles,1997.00
Mattawa,1993
Tumbler Ridge,1987
Terrasse-Vaudreuil,1986
L'Ascension-de-Notre-Seigneur,1983
Bow Island,1983
Barraute,1980
One Hundred Mile House,1980.00
Kedgwick,1979
Gambo,1978
Saint-Liguori,1976
Bonfield,1975
Pointe-Lebel,1973
Saint Mary,1972.00
Saint-Patrice-de-Sherrington,1971
Fox Creek,1971
Dawn-Euphemia,1967
Chapleau,1964
Saint-Esprit,1963
Westfield Beach,1962.00
Montague,1961.00
Mashteuiatsh,1957.00
Saint-François-du-Lac,1957
Eel River Crossing,1953
Saint-Fulgence,1949
Millet,1945
Vallée-Jonction,1940
Saint-Georges-de-Cacouna,1939
Lumsden No. 189,1938.00
Manitouwadge,1937
Wellington,1932.00
Swift Current No. 137,1932.00
Tofino,1932.00
Fort Qu’Appelle,1919
Vulcan,1917
Indian Head,1910
Petit Rocher,1908
Wabush,1906
Saint-Fabien,1906
Watrous,1900.00
North Frontenac,1898
Lac-Supérieur,1892
Les Escoumins,1891
Richibucto,1887.00
Rivière-Beaudette,1885
Saint-Barthélemy,1883
Nisga'a,1880.00
Austin,1880
Saint-Mathieu,1879
Saint-Paul-de-l'Île-aux-Noix,1877
Orkney No. 244,1875.00
Behchokò,1874.00
Saint-Joseph-de-Coleraine,1870
Saint-Cyprien-de-Napierville,1869
Sayabec,1864
Valleyview,1863
Déléage,1856
Potton,1849
Sainte-Béatrix,1849
Sainte-Justine,1845
Eastman,1843.00
Saint-Valérien-de-Milton,1840
Saint-Cuthbert,1839
Saint-Blaise-sur-Richelieu,1837
Middleton,1832
Maugerville,1831.00
Dalmeny,1826
Kamsack,1825
Lumsden,1824
Trinity Bay North,1819
Saint-Michel-de-Bellechasse,1816
Sainte-Angèle-de-Monnoir,1812
Picture Butte,1810
Sacré-Coeur-Saguenay,1803.00
Saint-Louis,1802.00
Victoria,1800
Saint-Robert,1794
Armstrong,1792
Saint-Pierre-de-l'Île-d'Orléans,1789
La Guadeloupe,1787
Saint Andrews,1786
Burns Lake,1779
Povungnituk,1779.00
Manners Sutton,1777.00
Gore,1775
Deseronto,1774
Lamont,1774
Chambord,1773
Dudswell,1771
Wynyard,1767
Cambridge Bay,1766.00
Saint-Narcisse,1762
Frontenac Islands,1760
Waswanipi,1759.00
Inukjuak,1757.00
Piney,1755
Komoka,1754.00
Saint-Zacharie,1751
Hemmingford,1747
Shelburne,1743
Saint-Clet,1738
Carberry,1738
Brighton,1735.00
Saint-Antoine,1733
Warfield,1729
Northampton,1724.00
Saint-Ours,1721
Stephenville Crossing,1719
Sainte-Anne-de-la-Pocatière,1717
Ucluelet,1717
Saint-Placide,1715
Barrière,1713
Fisher,1708.00
Nipissing,1707
Sainte-Clotilde,1704
Shaunavon,1699
Wicklow,1697.00
Southesk,1694.00
Nouvelle,1689
Rosthern,1688
Yamaska,1687.00
Neguac,1684
Flat Rock,1683
Igloolik,1682.00
Grunthal,1680.00
Naramata,1676.00
Saint-Élie-de-Caxton,1676
Blumenort,1675.00
Balmoral,1674
Price,1673
Rosedale,1672.00
Saint-Jacques-le-Mineur,1672
Huron Shores,1664
Champlain,1664
Whitehead,1661.00
Saint-Antoine-sur-Richelieu,1659
Saint-Pacôme,1658
Saint-Stanislas-de-Kostka,1654
Frontenac,1650
Stuartburn,1648.00
Yamaska-Est,1644
Sainte-Émélie-de-l'Énergie,1644
Saint-Charles-sur-Richelieu,1643
Saint-Joseph-de-Sorel,1642.00
Nipigon,1642
Rivière-Blanche,1642
Sainte-Hélène-de-Bagot,1637
Franklin Centre,1636.00
Harbour Breton,1634
Massey Drive,1632
Mille-Isles,1629
Wilton No. 472,1629.00
Lyster,1628
Oakview,1626.00
Balgonie,1625
Harrison Park,1622.00
Kensington,1619
Witless Bay,1619
Pond Inlet,1617.00
Royston,1616.00
Sainte-Clotilde-de-Horton,1616
Burford,1615.00
Fossambault-sur-le-Lac,1613
Saint-Benoît-Labre,1612
Coombs,1612.00
Terrace Bay,1611
Chapais,1610
Saint-Honoré-de-Shenley,1610
Cleveland,1609
Macdonald Meredith and Aberdeen Additional,1609
Messines,1608
Saint-Jean-de-Dieu,1606
Nakusp,1605
Florenceville,1604
Saint-Antoine-de-Tilly,1604
Lakeview,1600.00
Humbermouth,1599
Fort St. James,1598
Saint-François-de-la-Rivière-du-Sud,1596
Saint-Jacques,1596.00
Uashat,1592.00
Perth,1590
Eeyou Istchee Baie-James,1589.00
Shellbrook No. 493,1587.00
Shawville,1587
Saint-Lucien,1584
Lambton,1584
Saint-Laurent-de-l'Île-d'Orléans,1580
Saint-Flavien,1578
Grenville,1577
Chute-aux-Outardes,1577
Sainte-Marcelline-de-Kildare,1567
Saint-Félix-de-Kingsey,1563
Upper Island Cove,1561
Glenelg,1560.00
Sainte-Élisabeth,1559
Ashcroft,1558
Clarkes Beach,1558
Saint-Bernard-de-Lacolle,1549
Belledune,1548
Saint-Guillaume,1547
Venise-en-Québec,1547
Maliotenam,1542.00
Ripon,1542
Hilliers,1540.00
Saint-Joseph,1538.00
Saint-Paulin,1534
Bon Accord,1529
Saint David,1529.00
Saint-Albert,1526
Matagami,1526
Springfield,1525.00
Amherst,1524
Notre-Dame-du-Laus,1518
St. George,1517
Wembley,1516
Victoria,1514.00
Springbrook,1507.00
Saint-Tite-des-Caps,1506
Hudson Bay,1504
Pinawa,1504.00
Brudenell Lyndoch and Raglan,1503
Carlyle,1503
Keremeos,1502
Val-Joli,1501
Gold River,1500
Saint-Casimir,1500
Bay Bulls,1500
Langham,1496
Frenchman Butte,1494.00
Gordon,1493.00
Kugluktuk,1491.00
Saint-Malachie,1489
Southampton,1484.00
Salluit,1483.00
Pangnirtung,1481.00
Saint-Louis-de-Gonzague,1481
Moosonee,1481
Englehart,1479
Saint-Urbain,1474
Tring-Jonction,1473
Nauwigewauk,1472.00
Pointe-à-la-Croix,1472
Denmark,1471.00
Saint-Joachim,1471
Torch River No. 488,1471.00
Saint-Théodore-d'Acton,1471
Grindrod,1470.00
L’ Îsle-Verte,1469
Harrison Hot Springs,1468
Palmarolle,1465
Henryville,1464
Sussex Corner,1461.00
Saint-Odilon-de-Cranbourne,1459
Pipestone,1458.00
Laurierville,1454
La Doré,1453
Lac-au-Saumon,1453
Wotton,1453
Prairie Lakes,1453.00
Elk Point,1452
Shellbrook,1444
Wemindji,1444.00
Cape Dorset,1441.00
Strong,1439
Lappe,1436.00
Rivière-Héva,1433
Fort-Coulonge,1433
Irishtown-Summerside,1418
Godmanchester,1417
Macklin,1415
Armour,1414
Saint-Simon,1413.00
St. François Xavier,1411
Tingwick,1410.00
Saint-Aubert,1409
Saint-Mathieu-du-Parc,1407
Wabasca,1406.00
Ragueneau,1405
Notre-Dame-du-Bon-Conseil,1404
Wasagamack,1403.00
Saint-Ubalde,1403
Creighton,1402
Fortune,1401
Faraday,1401
Berthier-sur-Mer,1398
Frampton,1393
Magnetawan,1390
New Carlisle,1388
Laird No. 404,1387.00
Petitcodiac,1383
Popkum,1382.00
Norton,1382
Canwood No. 494,1381.00
Wentworth-Nord,1381
Bas Caraquet,1380
Sainte-Ursule,1375
Dawson,1375.00
Nantes,1374
Lac-aux-Sables,1373
Stewiacke,1373
Taylor,1373
Rosser,1372
Estevan No. 5,1370.00
Falmouth,1368.00
Vaudreuil-sur-le-Lac,1359
Grahamdale,1359.00
Cardwell,1353.00
Two Hills,1352
Spiritwood No. 496,1347.00
Legal,1345
Amulet,1340.00
Hérouxville,1340
Pointe-des-Cascades,1340
Weldford,1338.00
Reynolds,1338.00
St. Laurent,1338.00
Lions Bay,1334
L'Isle-aux-Allumettes,1334
Emo,1333
Sainte-Brigide-d'Iberville,1331
Les Éboulements,1331
Dunsmuir,1330.00
Pointe-aux-Outardes,1330
Smooth Rock Falls,1330
Oxbow,1328
Telkwa,1327
Gjoa Haven,1324.00
Sainte-Barbe,1324
Mayerthorpe,1320
Saint-Louis-du-Ha! Ha!,1318
Powerview-Pine Falls,1316.00
Baie Verte,1313
Saint-Édouard,1312
Charlo,1310
Hillsborough,1308.00
Bruederheim,1308
Burgeo,1307
Wadena,1306
Richmond,1303.00
Swan Hills,1301
Wilkie,1301
Saint-Léonard,1300
Rivière-Bleue,1299
Noyan,1297
Ile-à-la-Crosse,1296
Landmark,1292.00
Saint-Hugues,1292
Chisholm,1291
Sainte-Anne-du-Sault,1290.00
La Conception,1287
Saint-Valère,1286
Sorrento,1285.00
Lamèque,1285
Thessalon,1279
L'Isle-aux-Coudres,1279
Nobleford,1278
Larouche,1277
South Qu'Appelle No. 157,1275.00
Elton,1273.00
Lorrainville,1272.00
Conestogo,1270.00
Upham,1269.00
St.-Charles,1269.00
Sainte-Lucie-des-Laurentides,1269
Saint-Alexis,1267
Gillam,1265
Roxton Falls,1265
Montcalm,1260.00
Clarendon,1256
Mervin No. 499,1256.00
Saint-Ludger,1255
Coldwell,1254.00
Saint-Arsène,1253
Racine,1252
Saint-Majorique-de-Grantham,1251
Saint-Zénon,1250
Saint-Armand,1248
Saint-Édouard-de-Lotbinière,1248
Alonsa,1247.00
Listuguj,1241.00
Bowden,1240
St. Joseph,1240
Osler,1237
Saint-Hubert-de-Rivière-du-Loup,1235
Saint-Jude,1235
Dildo,1234.00
La Minerve,1234
Lanigan,1233
Lajord No. 128,1232.00
Moonbeam,1231
Notre-Dame-des-Pins,1227
Saint-Alban,1225
Saint-Pierre-les-Becquets,1223
Arborg,1222
Vauxhall,1222
Bayfield,1218.00
Beaver River,1216.00
Irricana,1216
Labrecque,1215
New Bandon,1214.00
Wemotaci,1213.00
Sainte-Hénédine,1212
L'Anse-Saint-Jean,1208
Bassano,1206
Parrsboro,1205.00
Kaleden,1203.00
St. George's,1203
Fort Simpson,1202.00
Akwesasne,1202.00
L’Avenir,1202
Ignace,1202
Claremont,1202.00
Teulon,1201
Peel,1196.00
Musquash,1194.00
Notre-Dame-du-Portage,1193
St. Lawrence,1192
Oxford,1190
Minto-Odanah,1189.00
St. Alban's,1186
Saint James,1186.00
Saint-Norbert-d'Arthabaska,1185
Manning,1183
Glenella-Lansdowne,1181.00
Saint-Hilarion,1181
Saint-Siméon,1179
Saint-Barnabé,1179
Sainte-Félicité,1175
Two Borders,1175.00
Queensbury,1174.00
Bury,1174
Lac-Bouchette,1174
Saint-Lazare-de-Bellechasse,1172
Saint-Michel-du-Squatec,1171
Saint-Joachim-de-Shefford,1171
St-Pierre-Jolys,1170
Grand-Remous,1168
Saint-Gabriel-de-Rimouski,1167.00
Armstrong,1166
Rogersville,1166
Langenburg,1165
Sainte-Marie-Salomé,1164
Moose Jaw No. 161,1163.00
Saint-Cyprien,1163
Maidstone,1156
Très-Saint-Sacrement,1155
Battle River No. 438,1154.00
Miltonvale Park,1153
McAdam,1151
Saints-Anges,1149
Saint-Urbain-Premier,1148
Centreville-Wareham-Trinity,1147
Alberton,1145
Winnipeg Beach,1145
Sainte-Agathe-de-Lotbinière,1145
Salmo,1141
Kipling,1140
Sagamok,1140.00
Trécesson,1138
Tara,1138.00
Grande-Vallée,1137
Bertrand,1137
Newcastle,1136.00
Mont-Carmel,1136
Saint Martins,1132.00
Saint-Eugène,1131
Notre-Dame-des-Neiges,1129
Saint-André,1129.00
Centreville,1129.00
Roland,1129.00
Saint-Léon-de-Standon,1128
Saint-Modeste,1128
Carnduff,1126
Carling,1125
Eckville,1125
Nain,1125
Hillsburgh,1124.00
Foam Lake,1123
Sainte-Sabine,1120
Saint-Maxime-du-Mont-Louis,1118
Blanc-Sablon,1118
Cobalt,1118
Gravelbourg,1116
South River,1114
Hudson Bay No. 394,1114.00
McKellar,1111
Frelighsburg,1111.00
Buffalo Narrows,1110
Ayer’s Cliff,1109
Les Méchins,1107
Sainte-Marguerite,1107
Saint-Claude,1106
Air Ronge,1106
Chipman,1104
Girardville,1100
Saint-Bruno-de-Guigues,1100
Grenfell,1099
Dorchester,1096
South Algonquin,1096
Windermere,1092.00
Saint-Narcisse-de-Beaurivage,1091
Saint-René-de-Matane,1089
Sainte-Jeanne-d'Arc,1089
Plaisance,1088
Roxton-Sud,1086.00
St. Louis No. 431,1086.00
Youbou,1086.00
Duchess,1085
Saint-Frédéric,1085
Viking,1083
Sioux Narrows-Nestor Falls,1082
Whitecourt,1082
Repulse Bay,1082.00
Montréal-Est,1082
King,1082
Regina Beach,1081
Saint-Patrice-de-Beaurivage,1080
Ootischenia,1080.00
Hensall,1078.00
Bentley,1078
Durham,1076.00
Sainte-Marthe,1075
Notre-Dame-du-Nord,1075
Pinehouse,1074
Saint-Aimé-des-Lacs,1073
Lac-Drolet,1071
Preeceville,1070
Maple Creek No. 111,1068.00
Harbour Main-Chapel's Cove-Lakeview,1067
Saint-Wenceslas,1064
Weyburn No. 67,1064.00
Birch Hills,1064
Wedgeport,1061.00
Kerrobert,1061
Havelock,1061.00
Eston,1061
Sainte-Geneviève-de-Batiscan,1060
Saint-Justin,1060
Saint-Norbert,1059
Schreiber,1059
Trochu,1058
Botsford,1058.00
Riviere-Ouelle,1058
Greenwich,1058.00
Stukely-Sud,1058
Saint-Georges-de-Clarenceville,1056
Sainte-Thérèse-de-Gaspé,1055
Beachburg,1054.00
Desbiens,1053
Clyde River,1053.00
La Macaza,1053
Souris,1053
Kindersley No. 290,1049.00
Laird,1047
Falher,1047
Saint-Vallier,1046
Coleraine,1043.00
Melita,1042
Noonan,1042.00
Sainte-Pétronille,1041
Delisle,1038
Bristol,1036
Mahone Bay,1036
Waldheim,1035
Saint-Sylvestre,1035
Taloyoak,1029.00
Onoway,1029
Saint-Stanislas,1029
Malpeque,1029
Plantagenet,1027.00
Longue-Rive,1026
Argyle,1025
Davidson,1025
Plaster Rock,1023
Wilmot,1022.00
Valemount,1021.00
Saint-Léonard-de-Portneuf,1019
Alberta Beach,1018
Saint-Narcisse-de-Rimouski,1017
Saint-Bonaventure,1017
Longlaketon No. 219,1016.00
Papineau-Cameron,1016
Assiginack,1013
Brébeuf,1012
Hudson Hope,1012
Prince,1010
Baie-du-Febvre,1010
Durham-Sud,1008
Melbourne,1004
Nipawin No. 487,1004.00
Duck Lake No. 463,1004.00
Oyen,1001
